ticker,pack,scope,strat_pct,bh_pct,alpha_pct,sharpe,max_dd_pct,trades,win_rate
2467,pack_d,total,57.73,6336.07,-6278.35,0.389,41.56,108,37.0
2467,pack_d,S1_trump1,-16.16,93.61,-109.77,-0.36,24.41,32,25.8
2467,pack_d,S2_late,-4.99,-2.59,-2.4,-0.305,16.57,11,45.5
2467,pack_d,S3_covid,46.84,139.06,-92.22,1.488,10.05,19,57.9
2467,pack_d,S4_hike,21.39,2.92,18.47,1.65,5.21,14,42.9
2467,pack_d,S5_ai,0.6,1216.67,-1216.07,0.211,41.56,30,23.3
2467,pack_e,total,583.23,6336.07,-5752.84,1.016,30.99,4,66.7
2467,pack_e,S1_trump1,33.66,93.61,-59.95,0.787,16.5,1,100.0
2467,pack_e,S2_late,0.0,-2.59,2.59,inf,,0,
2467,pack_e,S3_covid,-0.32,139.06,-139.38,0.088,22.83,1,0.0
2467,pack_e,S4_hike,0.0,2.92,-2.92,inf,,0,
2467,pack_e,S5_ai,173.01,1216.67,-1043.66,1.553,28.37,2,0.0
2467,pack_f,total,136.66,6336.07,-6199.42,0.631,32.71,26,53.8
2467,pack_f,S1_trump1,-8.69,93.61,-102.3,-0.265,21.8,9,33.3
2467,pack_f,S2_late,0.0,-2.59,2.59,inf,,0,
2467,pack_f,S3_covid,1.69,139.06,-137.37,0.167,15.94,3,66.7
2467,pack_f,S4_hike,-8.45,2.92,-11.37,-0.645,11.64,3,33.3
2467,pack_f,S5_ai,-0.95,1216.67,-1217.62,0.119,32.71,3,66.7
2467,pack_g,total,1723.24,6336.07,-4612.84,1.328,54.23,1,
2467,pack_g,S1_trump1,28.33,93.61,-65.28,0.776,18.18,1,
2467,pack_g,S2_late,-11.73,-2.59,-9.14,-1.079,18.18,1,
2467,pack_g,S3_covid,48.32,139.06,-90.74,1.323,25.66,1,
2467,pack_g,S4_hike,4.48,2.92,1.56,0.316,13.58,1,
2467,pack_g,S5_ai,228.94,1216.67,-987.73,1.843,37.13,1,
2468,pack_a,total,-18.86,377.56,-396.42,-0.07,32.0,16,18.8
2468,pack_a,S1_trump1,-8.22,18.71,-26.93,-0.907,10.08,3,0.0
2468,pack_a,S2_late,-20.67,24.76,-45.43,-2.096,21.33,4,0.0
2468,pack_a,S3_covid,-3.06,17.0,-20.06,0.016,26.6,5,20.0
2468,pack_a,S4_hike,13.33,107.03,-93.7,0.592,16.34,1,100.0
2468,pack_a,S5_ai,3.37,32.31,-28.94,0.199,22.5,3,33.3
2468,pack_b,total,10.89,377.56,-366.67,0.204,46.73,37,32.4
2468,pack_b,S1_trump1,-30.17,18.71,-48.88,-0.804,34.75,11,27.3
2468,pack_b,S2_late,-20.15,24.76,-44.91,-1.917,22.81,6,20.0
2468,pack_b,S3_covid,8.15,17.0,-8.85,0.375,28.18,6,40.0
2468,pack_b,S4_hike,78.61,107.03,-28.42,1.291,30.12,5,60.0
2468,pack_b,S5_ai,8.46,32.31,-23.85,0.311,33.52,7,14.3
2468,pack_c,total,12.21,377.56,-365.35,0.198,43.36,33,33.3
2468,pack_c,S1_trump1,-18.53,18.71,-37.24,-0.653,21.84,10,30.0
2468,pack_c,S2_late,-23.62,24.76,-48.38,-2.326,25.47,5,0.0
2468,pack_c,S3_covid,11.34,17.0,-5.66,0.468,26.06,5,50.0
2468,pack_c,S4_hike,33.69,107.03,-73.34,0.819,25.71,5,60.0
2468,pack_c,S5_ai,25.24,32.31,-7.07,0.593,25.63,6,16.7
2468,pack_d,total,96.57,377.56,-280.99,0.514,37.42,92,28.6
2468,pack_d,S1_trump1,-17.24,18.71,-35.95,-0.645,24.85,28,14.3
2468,pack_d,S2_late,-14.42,24.76,-39.19,-1.079,15.78,11,18.2
2468,pack_d,S3_covid,6.16,17.0,-10.84,0.332,12.98,17,43.8
2468,pack_d,S4_hike,40.01,107.03,-67.02,0.961,27.06,17,29.4
2468,pack_d,S5_ai,88.13,32.31,55.82,1.315,25.72,18,35.3
2468,pack_e,total,3.32,377.56,-374.24,0.172,51.31,12,16.7
2468,pack_e,S1_trump1,2.82,18.71,-15.89,0.184,15.69,1,100.0
2468,pack_e,S2_late,4.09,24.76,-20.67,0.953,2.28,1,
2468,pack_e,S3_covid,-14.21,17.0,-31.21,-0.946,14.21,5,0.0
2468,pack_e,S4_hike,-3.17,107.03,-110.2,0.129,40.03,2,50.0
2468,pack_e,S5_ai,-9.68,32.31,-41.99,0.001,42.05,1,0.0
2468,pack_f,total,6.54,377.56,-371.02,0.149,40.36,22,45.5
2468,pack_f,S1_trump1,7.6,18.71,-11.11,0.402,11.24,5,60.0
2468,pack_f,S2_late,23.52,24.76,-1.25,1.75,2.28,3,100.0
2468,pack_f,S3_covid,-4.23,17.0,-21.23,-1.108,5.0,2,0.0
2468,pack_f,S4_hike,-8.78,107.03,-115.81,-0.284,21.99,4,33.3
2468,pack_f,S5_ai,-20.97,32.31,-53.28,-0.509,25.35,2,0.0
2468,pack_g,total,129.1,377.56,-248.46,0.535,55.47,1,
2468,pack_g,S1_trump1,1.55,18.71,-17.16,0.153,19.49,1,
2468,pack_g,S2_late,8.17,24.76,-16.59,0.582,15.45,1,
2468,pack_g,S3_covid,7.82,17.0,-9.18,0.46,18.1,1,
2468,pack_g,S4_hike,50.02,107.03,-57.01,0.951,35.75,1,
2468,pack_g,S5_ai,4.25,32.31,-28.06,0.241,47.05,1,
2472,pack_a,total,-14.07,817.59,-831.66,-0.026,44.37,19,36.8
2472,pack_a,S1_trump1,31.67,31.14,0.54,0.739,13.87,5,80.0
2472,pack_a,S2_late,0.0,-2.73,2.73,inf,,0,
2472,pack_a,S3_covid,-24.62,100.69,-125.31,-0.756,28.83,8,12.5
2472,pack_a,S4_hike,0.0,-8.26,8.26,inf,,0,
2472,pack_a,S5_ai,-9.53,289.35,-298.88,-0.313,21.15,5,40.0
2472,pack_b,total,-22.08,817.59,-839.67,-0.007,58.51,43,31.0
2472,pack_b,S1_trump1,1.54,31.14,-29.59,0.163,18.55,9,44.4
2472,pack_b,S2_late,-0.66,-2.73,2.07,-0.03,4.89,2,50.0
2472,pack_b,S3_covid,-19.0,100.69,-119.69,-0.467,23.86,9,22.2
2472,pack_b,S4_hike,6.36,-8.26,14.62,0.437,11.46,4,25.0
2472,pack_b,S5_ai,-1.37,289.35,-290.71,0.15,40.08,14,30.8
2472,pack_c,total,-1.03,817.59,-818.62,0.125,53.04,41,32.5
2472,pack_c,S1_trump1,13.97,31.14,-17.17,0.411,18.55,8,50.0
2472,pack_c,S2_late,-0.66,-2.73,2.07,-0.03,4.89,2,50.0
2472,pack_c,S3_covid,-19.0,100.69,-119.69,-0.467,23.86,9,22.2
2472,pack_c,S4_hike,6.18,-8.26,14.45,0.427,11.6,4,25.0
2472,pack_c,S5_ai,11.81,289.35,-277.54,0.366,32.08,13,33.3
2472,pack_d,total,-48.76,817.59,-866.35,-0.341,65.89,103,22.5
2472,pack_d,S1_trump1,-45.03,31.14,-76.17,-1.406,45.03,29,13.8
2472,pack_d,S2_late,-15.38,-2.73,-12.65,-1.645,17.19,8,12.5
2472,pack_d,S3_covid,14.07,100.69,-86.62,0.515,15.62,23,30.4
2472,pack_d,S4_hike,-18.75,-8.26,-10.49,-1.466,18.75,12,8.3
2472,pack_d,S5_ai,4.9,289.35,-284.45,0.238,30.16,29,32.1
2472,pack_e,total,48.26,817.59,-769.33,0.369,54.18,5,50.0
2472,pack_e,S1_trump1,6.84,31.14,-24.3,0.271,31.2,1,100.0
2472,pack_e,S2_late,0.0,-2.73,2.73,inf,,0,
2472,pack_e,S3_covid,-15.39,100.69,-116.08,-0.893,17.01,1,0.0
2472,pack_e,S4_hike,0.0,-8.26,8.26,inf,,0,
2472,pack_e,S5_ai,58.0,289.35,-231.35,0.954,27.44,3,0.0
2472,pack_f,total,-14.16,817.59,-831.74,0.003,59.72,20,45.0
2472,pack_f,S1_trump1,2.7,31.14,-28.44,0.174,22.55,5,60.0
2472,pack_f,S2_late,-3.11,-2.73,-0.38,-0.276,9.68,2,50.0
2472,pack_f,S3_covid,-29.81,100.69,-130.5,-1.488,33.05,3,0.0
2472,pack_f,S4_hike,-12.36,-8.26,-4.09,-0.943,16.1,2,0.0
2472,pack_f,S5_ai,34.72,289.35,-254.62,0.716,26.71,5,60.0
2472,pack_g,total,252.12,817.59,-565.47,0.884,32.35,1,
2472,pack_g,S1_trump1,-4.04,31.14,-35.18,0.088,45.08,1,
2472,pack_g,S2_late,-7.61,-2.73,-4.88,-0.407,16.22,1,
2472,pack_g,S3_covid,25.73,100.69,-74.96,0.804,25.0,1,
2472,pack_g,S4_hike,-1.83,-8.26,6.43,-0.019,15.67,1,
2472,pack_g,S5_ai,125.24,289.35,-164.11,1.617,24.77,1,
2471,pack_a,total,74.14,544.32,-470.18,0.593,16.8,13,46.2
2471,pack_a,S1_trump1,-3.82,16.26,-20.08,-0.307,9.35,3,33.3
2471,pack_a,S2_late,-5.63,36.23,-41.87,-0.391,15.31,4,25.0
2471,pack_a,S3_covid,19.76,59.9,-40.14,1.009,10.21,3,50.0
2471,pack_a,S4_hike,70.05,115.52,-45.47,1.569,16.8,2,100.0
2471,pack_a,S5_ai,-3.47,18.77,-22.23,-0.85,4.58,1,0.0
2471,pack_b,total,8.54,544.32,-535.77,0.165,56.92,39,33.3
2471,pack_b,S1_trump1,-6.19,16.26,-22.46,-0.234,24.7,11,20.0
2471,pack_b,S2_late,-6.69,36.23,-42.92,-0.478,16.25,5,25.0
2471,pack_b,S3_covid,20.4,59.9,-39.5,0.838,11.53,5,50.0
2471,pack_b,S4_hike,58.42,115.52,-57.1,1.335,17.56,6,50.0
2471,pack_b,S5_ai,-49.06,18.77,-67.83,-2.545,49.5,10,10.0
2471,pack_c,total,29.23,544.32,-515.08,0.289,43.13,32,37.5
2471,pack_c,S1_trump1,-1.78,16.26,-18.05,-0.025,20.64,9,22.2
2471,pack_c,S2_late,-5.63,36.23,-41.87,-0.391,15.31,4,25.0
2471,pack_c,S3_covid,20.4,59.9,-39.5,0.838,11.53,5,50.0
2471,pack_c,S4_hike,65.94,115.52,-49.58,1.49,16.8,4,75.0
2471,pack_c,S5_ai,-37.02,18.77,-55.79,-2.158,37.56,8,12.5
2471,pack_d,total,-46.6,544.32,-590.92,-0.387,48.52,107,25.2
2471,pack_d,S1_trump1,-15.39,16.26,-31.65,-0.961,18.4,27,25.9
2471,pack_d,S2_late,-11.65,36.23,-47.88,-0.87,12.5,15,26.7
2471,pack_d,S3_covid,-7.37,59.9,-67.27,-0.189,21.79,16,31.2
2471,pack_d,S4_hike,3.66,115.52,-111.86,0.245,18.89,23,26.1
2471,pack_d,S5_ai,-26.87,18.77,-45.64,-0.962,33.62,23,13.0
2471,pack_e,total,37.18,544.32,-507.14,0.326,35.2,5,40.0
2471,pack_e,S1_trump1,0.0,16.26,-16.26,inf,,0,
2471,pack_e,S2_late,7.31,36.23,-28.92,1.038,6.22,1,
2471,pack_e,S3_covid,-1.06,59.9,-60.95,-0.02,6.82,1,0.0
2471,pack_e,S4_hike,31.39,115.52,-84.13,0.805,24.27,1,
2471,pack_e,S5_ai,-20.01,18.77,-38.78,-1.074,20.22,2,0.0
2471,pack_f,total,6.68,544.32,-537.63,0.14,22.88,30,48.3
2471,pack_f,S1_trump1,-14.06,16.26,-30.32,-1.022,15.81,6,0.0
2471,pack_f,S2_late,4.99,36.23,-31.24,1.149,2.82,2,100.0
2471,pack_f,S3_covid,-3.29,59.9,-63.19,-0.135,15.25,4,50.0
2471,pack_f,S4_hike,-2.39,115.52,-117.91,-0.012,18.33,3,50.0
2471,pack_f,S5_ai,-11.62,18.77,-30.39,-0.539,11.62,4,33.3
2471,pack_g,total,207.4,544.32,-336.91,0.771,25.1,1,
2471,pack_g,S1_trump1,8.73,16.26,-7.53,0.524,7.14,1,
2471,pack_g,S2_late,11.06,36.23,-25.17,0.997,11.78,1,
2471,pack_g,S3_covid,18.29,59.9,-41.61,0.779,19.3,1,
2471,pack_g,S4_hike,59.83,115.52,-55.69,1.301,21.99,1,
2471,pack_g,S5_ai,0.82,18.77,-17.95,0.114,15.23,1,
2474,pack_a,total,-37.34,64.79,-102.14,-0.591,43.9,17,11.8
2474,pack_a,S1_trump1,-7.18,17.49,-24.67,-0.29,16.9,5,40.0
2474,pack_a,S2_late,-7.43,9.54,-16.97,-0.961,8.91,1,0.0
2474,pack_a,S3_covid,-6.29,-24.62,18.33,-0.543,7.5,2,0.0
2474,pack_a,S4_hike,-10.67,28.91,-39.59,-1.556,14.0,4,0.0
2474,pack_a,S5_ai,-12.58,31.23,-43.81,-0.569,15.03,3,0.0
2474,pack_b,total,-47.31,64.79,-112.11,-0.453,55.0,42,26.8
2474,pack_b,S1_trump1,-13.99,17.49,-31.48,-0.376,26.55,12,33.3
2474,pack_b,S2_late,1.94,9.54,-7.6,0.227,15.8,3,33.3
2474,pack_b,S3_covid,-15.31,-24.62,9.31,-0.954,16.74,6,16.7
2474,pack_b,S4_hike,1.76,28.91,-27.15,0.174,16.98,7,28.6
2474,pack_b,S5_ai,-20.74,31.23,-51.96,-0.6,29.29,10,22.2
2474,pack_c,total,-50.35,64.79,-115.14,-0.532,57.6,39,26.3
2474,pack_c,S1_trump1,-15.4,17.49,-32.89,-0.443,27.75,12,33.3
2474,pack_c,S2_late,1.94,9.54,-7.6,0.227,15.8,3,33.3
2474,pack_c,S3_covid,-15.31,-24.62,9.31,-0.954,16.74,6,16.7
2474,pack_c,S4_hike,-9.03,28.91,-37.94,-0.669,16.98,6,16.7
2474,pack_c,S5_ai,-15.06,31.23,-46.28,-0.421,24.22,8,28.6
2474,pack_d,total,-65.3,64.79,-130.1,-0.952,74.16,110,25.5
2474,pack_d,S1_trump1,-20.75,17.49,-38.24,-0.638,37.86,25,28.0
2474,pack_d,S2_late,2.03,9.54,-7.51,0.235,13.6,12,33.3
2474,pack_d,S3_covid,-20.22,-24.62,4.4,-1.335,27.44,25,29.2
2474,pack_d,S4_hike,-18.79,28.91,-47.71,-1.299,23.95,22,22.7
2474,pack_d,S5_ai,-35.5,31.23,-66.73,-1.774,38.83,25,16.0
2474,pack_e,total,-12.71,64.79,-77.51,-0.313,13.27,2,0.0
2474,pack_e,S1_trump1,-11.36,17.49,-28.85,-1.259,11.36,1,0.0
2474,pack_e,S2_late,2.92,9.54,-6.62,0.341,9.23,1,
2474,pack_e,S3_covid,0.0,-24.62,24.62,inf,,0,
2474,pack_e,S4_hike,0.0,28.91,-28.91,inf,,0,
2474,pack_e,S5_ai,0.0,31.23,-31.23,inf,,0,
2474,pack_f,total,2.54,64.79,-62.26,0.088,35.2,17,52.9
2474,pack_f,S1_trump1,-14.1,17.49,-31.59,-0.677,27.97,3,33.3
2474,pack_f,S2_late,0.52,9.54,-9.02,0.118,10.63,1,100.0
2474,pack_f,S3_covid,-2.39,-24.62,22.22,-1.687,2.39,1,0.0
2474,pack_f,S4_hike,-2.06,28.91,-30.98,-0.166,6.39,3,33.3
2474,pack_f,S5_ai,-16.62,31.23,-47.84,-1.348,19.59,3,0.0
2474,pack_g,total,12.25,64.79,-52.54,0.201,17.89,1,
2474,pack_g,S1_trump1,-15.84,17.49,-33.33,-0.234,36.61,1,
2474,pack_g,S2_late,4.33,9.54,-5.21,0.353,16.39,1,
2474,pack_g,S3_covid,-9.43,-24.62,15.19,-0.567,15.05,1,
2474,pack_g,S4_hike,13.12,28.91,-15.8,0.864,8.16,1,
2474,pack_g,S5_ai,3.43,31.23,-27.8,0.204,11.79,1,
2476,pack_a,total,108.15,697.63,-589.49,0.659,23.09,18,33.3
2476,pack_a,S1_trump1,-3.28,13.18,-16.46,-0.196,10.3,5,20.0
2476,pack_a,S2_late,-1.89,4.73,-6.62,-1.215,2.57,2,0.0
2476,pack_a,S3_covid,75.63,286.94,-211.31,1.383,23.09,5,40.0
2476,pack_a,S4_hike,6.74,-22.49,29.23,0.497,10.44,2,100.0
2476,pack_a,S5_ai,-8.06,132.45,-140.52,-0.413,14.47,2,0.0
2476,pack_b,total,179.26,697.63,-518.37,0.737,37.9,39,31.6
2476,pack_b,S1_trump1,-7.72,13.18,-20.9,-0.336,14.94,10,20.0
2476,pack_b,S2_late,-0.56,4.73,-5.29,-0.148,3.1,5,40.0
2476,pack_b,S3_covid,76.91,286.94,-210.03,1.263,34.38,10,22.2
2476,pack_b,S4_hike,4.58,-22.49,27.07,0.315,13.57,5,50.0
2476,pack_b,S5_ai,42.26,132.45,-90.2,0.991,21.47,8,28.6
2476,pack_c,total,188.46,697.63,-509.17,0.766,30.57,37,30.6
2476,pack_c,S1_trump1,-10.85,13.18,-24.03,-0.571,15.42,9,22.2
2476,pack_c,S2_late,-3.22,4.73,-7.94,-1.154,3.76,5,20.0
2476,pack_c,S3_covid,97.79,286.94,-189.15,1.49,26.64,9,25.0
2476,pack_c,S4_hike,2.77,-22.49,25.26,0.222,15.07,5,50.0
2476,pack_c,S5_ai,42.26,132.45,-90.2,0.991,21.47,8,28.6
2476,pack_d,total,-13.87,697.63,-711.5,-0.001,47.81,109,31.2
2476,pack_d,S1_trump1,-13.46,13.18,-26.64,-0.771,21.76,25,28.0
2476,pack_d,S2_late,-3.02,4.73,-7.75,-0.907,5.75,11,27.3
2476,pack_d,S3_covid,12.4,286.94,-274.54,0.452,25.46,24,39.1
2476,pack_d,S4_hike,-28.92,-22.49,-6.43,-1.431,29.35,21,28.6
2476,pack_d,S5_ai,18.09,132.45,-114.37,0.532,34.54,25,24.0
2476,pack_e,total,82.96,697.63,-614.67,0.492,36.54,3,66.7
2476,pack_e,S1_trump1,0.0,13.18,-13.18,inf,,0,
2476,pack_e,S2_late,0.0,4.73,-4.73,inf,,0,
2476,pack_e,S3_covid,151.62,286.94,-135.32,1.91,24.29,1,
2476,pack_e,S4_hike,0.0,-22.49,22.49,inf,,0,
2476,pack_e,S5_ai,-24.69,132.45,-157.15,-0.94,25.98,2,0.0
2476,pack_f,total,-7.81,697.63,-705.44,0.024,28.69,21,38.1
2476,pack_f,S1_trump1,-12.51,13.18,-25.69,-0.882,12.57,6,16.7
2476,pack_f,S2_late,-5.3,4.73,-10.03,-1.377,6.18,1,0.0
2476,pack_f,S3_covid,42.73,286.94,-244.21,1.313,11.86,2,100.0
2476,pack_f,S4_hike,-1.71,-22.49,20.78,-0.134,8.86,2,50.0
2476,pack_f,S5_ai,-26.44,132.45,-158.89,-0.988,26.8,3,0.0
2476,pack_g,total,222.59,697.63,-475.04,0.789,41.73,1,
2476,pack_g,S1_trump1,-4.97,13.18,-18.15,-0.222,16.55,1,
2476,pack_g,S2_late,-4.7,4.73,-9.43,-0.647,8.6,1,
2476,pack_g,S3_covid,193.11,286.94,-93.83,2.194,22.75,1,
2476,pack_g,S4_hike,8.35,-22.49,30.84,0.499,13.58,1,
2476,pack_g,S5_ai,25.68,132.45,-106.78,0.726,25.36,1,
2477,pack_a,total,-37.88,150.63,-188.51,-0.425,39.77,18,22.2
2477,pack_a,S1_trump1,-15.6,80.89,-96.48,-0.724,18.16,6,16.7
2477,pack_a,S2_late,-4.34,15.78,-20.11,-1.568,4.34,1,0.0
2477,pack_a,S3_covid,-5.24,57.5,-62.74,-0.074,20.57,7,14.3
2477,pack_a,S4_hike,0.28,-40.25,40.54,0.103,2.53,1,100.0
2477,pack_a,S5_ai,-20.69,28.98,-49.67,-0.822,23.79,3,33.3
2477,pack_b,total,-45.87,150.63,-196.49,-0.231,63.36,43,30.2
2477,pack_b,S1_trump1,-3.93,80.89,-84.81,0.054,34.97,13,30.8
2477,pack_b,S2_late,13.09,15.78,-2.68,0.803,8.47,4,75.0
2477,pack_b,S3_covid,-11.39,57.5,-68.89,-0.249,29.28,9,22.2
2477,pack_b,S4_hike,-8.46,-40.25,31.79,-1.217,8.79,4,25.0
2477,pack_b,S5_ai,-33.12,28.98,-62.1,-0.638,48.27,9,22.2
2477,pack_c,total,-37.41,150.63,-188.03,-0.165,57.63,39,30.8
2477,pack_c,S1_trump1,4.0,80.89,-76.89,0.214,30.55,11,36.4
2477,pack_c,S2_late,10.31,15.78,-5.47,0.667,8.47,4,50.0
2477,pack_c,S3_covid,-11.39,57.5,-68.89,-0.249,29.28,9,22.2
2477,pack_c,S4_hike,-8.46,-40.25,31.79,-1.217,8.79,4,25.0
2477,pack_c,S5_ai,-36.7,28.98,-65.68,-0.845,51.04,9,22.2
2477,pack_d,total,19.15,150.63,-131.48,0.228,41.94,88,39.8
2477,pack_d,S1_trump1,21.81,80.89,-59.07,0.541,28.52,30,46.7
2477,pack_d,S2_late,2.02,15.78,-13.76,0.231,15.95,10,30.0
2477,pack_d,S3_covid,23.96,57.5,-33.54,0.967,10.82,16,56.2
2477,pack_d,S4_hike,-35.56,-40.25,4.7,-2.05,37.26,11,9.1
2477,pack_d,S5_ai,10.56,28.98,-18.42,0.368,35.63,20,35.0
2477,pack_e,total,-12.33,150.63,-162.95,0.037,43.47,5,40.0
2477,pack_e,S1_trump1,-12.62,80.89,-93.5,-0.202,29.33,1,0.0
2477,pack_e,S2_late,-14.23,15.78,-30.01,-2.05,14.23,2,0.0
2477,pack_e,S3_covid,5.38,57.5,-52.12,0.288,27.09,1,100.0
2477,pack_e,S4_hike,0.0,-40.25,40.25,inf,,0,
2477,pack_e,S5_ai,3.49,28.98,-25.49,0.212,31.77,1,100.0
2477,pack_f,total,36.27,150.63,-114.35,0.325,31.94,24,50.0
2477,pack_f,S1_trump1,-2.94,80.89,-83.82,-0.006,20.93,5,60.0
2477,pack_f,S2_late,-20.9,15.78,-36.67,-1.955,23.2,1,0.0
2477,pack_f,S3_covid,29.94,57.5,-27.57,0.853,15.61,4,50.0
2477,pack_f,S4_hike,-3.8,-40.25,36.46,-0.839,6.21,1,0.0
2477,pack_f,S5_ai,-7.39,28.98,-36.37,-0.136,31.94,5,20.0
2477,pack_g,total,9.17,150.63,-141.45,0.165,35.38,1,
2477,pack_g,S1_trump1,8.59,80.89,-72.3,0.304,40.72,1,
2477,pack_g,S2_late,2.69,15.78,-13.09,0.264,24.94,1,
2477,pack_g,S3_covid,18.21,57.5,-39.29,0.607,31.53,1,
2477,pack_g,S4_hike,-12.12,-40.25,28.14,-0.945,13.92,1,
2477,pack_g,S5_ai,-1.85,28.98,-30.83,0.073,31.61,1,
2478,pack_a,total,208.68,280.7,-72.02,0.783,39.14,17,23.5
2478,pack_a,S1_trump1,195.44,125.73,69.7,1.722,16.5,5,40.0
2478,pack_a,S2_late,22.72,19.99,2.73,1.065,10.29,1,
2478,pack_a,S3_covid,-18.54,-8.76,-9.78,-1.252,20.31,3,0.0
2478,pack_a,S4_hike,-0.66,-23.85,23.19,-0.261,2.81,1,0.0
2478,pack_a,S5_ai,7.78,91.11,-83.33,0.325,18.77,5,20.0
2478,pack_b,total,163.33,280.7,-117.37,0.613,48.58,35,28.6
2478,pack_b,S1_trump1,213.61,125.73,87.87,1.573,28.33,10,40.0
2478,pack_b,S2_late,52.23,19.99,32.23,1.795,10.29,2,0.0
2478,pack_b,S3_covid,-19.9,-8.76,-11.14,-0.991,23.54,6,16.7
2478,pack_b,S4_hike,-7.74,-23.85,16.11,-0.651,13.93,4,25.0
2478,pack_b,S5_ai,-19.47,91.11,-110.58,-0.336,29.41,10,20.0
2478,pack_c,total,87.67,280.7,-193.03,0.463,42.36,34,26.5
2478,pack_c,S1_trump1,99.4,125.73,-26.34,1.092,29.41,10,30.0
2478,pack_c,S2_late,52.23,19.99,32.23,1.795,10.29,2,0.0
2478,pack_c,S3_covid,-19.9,-8.76,-11.14,-0.991,23.54,6,16.7
2478,pack_c,S4_hike,-7.74,-23.85,16.11,-0.651,13.93,4,25.0
2478,pack_c,S5_ai,-9.73,91.11,-100.84,-0.105,29.41,9,22.2
2478,pack_d,total,55.34,280.7,-225.36,0.38,51.18,89,34.1
2478,pack_d,S1_trump1,85.95,125.73,-39.79,1.087,31.51,22,40.9
2478,pack_d,S2_late,31.38,19.99,11.39,1.283,10.45,10,60.0
2478,pack_d,S3_covid,-32.25,-8.76,-23.49,-1.562,35.5,19,26.3
2478,pack_d,S4_hike,-7.73,-23.85,16.12,-0.506,13.83,14,28.6
2478,pack_d,S5_ai,1.76,91.11,-89.35,0.153,23.69,23,27.3
2478,pack_e,total,142.64,280.7,-138.06,0.548,72.53,9,25.0
2478,pack_e,S1_trump1,139.73,125.73,14.0,1.132,57.93,3,33.3
2478,pack_e,S2_late,0.0,19.99,-19.99,inf,,0,
2478,pack_e,S3_covid,0.0,-8.76,8.76,inf,,0,
2478,pack_e,S4_hike,0.0,-23.85,23.85,inf,,0,
2478,pack_e,S5_ai,40.55,91.11,-50.56,0.888,22.3,1,
2478,pack_f,total,-66.0,280.7,-346.7,-0.525,80.34,17,47.1
2478,pack_f,S1_trump1,-35.97,125.73,-161.7,-0.49,50.97,4,75.0
2478,pack_f,S2_late,0.0,19.99,-19.99,inf,,0,
2478,pack_f,S3_covid,-13.95,-8.76,-5.19,-1.087,20.64,3,33.3
2478,pack_f,S4_hike,2.16,-23.85,26.01,0.233,8.14,4,50.0
2478,pack_f,S5_ai,14.11,91.11,-77.0,0.473,21.77,3,66.7
2478,pack_g,total,65.16,280.7,-215.54,0.448,49.16,1,
2478,pack_g,S1_trump1,67.94,125.73,-57.79,0.806,67.99,1,
2478,pack_g,S2_late,24.32,19.99,4.33,1.02,24.13,1,
2478,pack_g,S3_covid,-4.71,-8.76,4.05,-0.09,22.02,1,
2478,pack_g,S4_hike,-3.01,-23.85,20.84,-0.158,8.79,1,
2478,pack_g,S5_ai,38.49,91.11,-52.62,0.961,16.56,1,
2480,pack_a,total,161.76,876.03,-714.27,0.973,18.3,21,52.4
2480,pack_a,S1_trump1,22.82,68.75,-45.93,0.742,9.18,6,66.7
2480,pack_a,S2_late,-7.23,65.17,-72.4,-1.68,7.61,2,0.0
2480,pack_a,S3_covid,-0.93,36.15,-37.09,-0.057,11.52,6,40.0
2480,pack_a,S4_hike,23.44,72.01,-48.58,0.975,18.3,3,33.3
2480,pack_a,S5_ai,3.62,42.84,-39.22,0.247,11.77,3,66.7
2480,pack_b,total,228.1,876.03,-647.93,1.043,18.3,40,48.7
2480,pack_b,S1_trump1,29.44,68.75,-39.31,0.87,8.63,10,50.0
2480,pack_b,S2_late,2.51,65.17,-62.67,0.349,8.09,4,33.3
2480,pack_b,S3_covid,4.69,36.15,-31.46,0.421,8.7,8,57.1
2480,pack_b,S4_hike,14.7,72.01,-57.31,0.656,18.3,6,16.7
2480,pack_b,S5_ai,-0.11,42.84,-42.94,0.073,17.4,10,44.4
2480,pack_c,total,161.29,876.03,-714.74,0.897,18.3,37,50.0
2480,pack_c,S1_trump1,25.11,68.75,-43.64,0.768,8.63,10,50.0
2480,pack_c,S2_late,-6.64,65.17,-71.81,-1.09,7.79,3,33.3
2480,pack_c,S3_covid,4.69,36.15,-31.46,0.421,8.7,8,57.1
2480,pack_c,S4_hike,15.98,72.01,-56.03,0.701,18.3,5,20.0
2480,pack_c,S5_ai,2.7,42.84,-40.14,0.18,17.4,9,50.0
2480,pack_d,total,-26.09,876.03,-902.12,-0.26,39.6,112,27.0
2480,pack_d,S1_trump1,2.47,68.75,-66.28,0.182,9.93,30,27.6
2480,pack_d,S2_late,-14.54,65.17,-79.72,-1.791,16.87,13,23.1
2480,pack_d,S3_covid,-8.64,36.15,-44.79,-0.615,23.83,26,19.2
2480,pack_d,S4_hike,-10.24,72.01,-82.25,-0.302,18.12,23,26.1
2480,pack_d,S5_ai,-2.22,42.84,-45.06,-0.056,11.38,18,35.3
2480,pack_e,total,56.49,876.03,-819.54,0.531,26.6,5,20.0
2480,pack_e,S1_trump1,0.0,68.75,-68.75,inf,,0,
2480,pack_e,S2_late,0.0,65.17,-65.17,inf,,0,
