ticker,pack,scope,strat_pct,bh_pct,alpha_pct,sharpe,max_dd_pct,trades,win_rate
3060,pack_d,S5_ai,-42.45,50.37,-92.82,-1.012,51.34,22,13.6
3060,pack_e,total,33.31,-22.12,55.43,0.295,45.36,9,25.0
3060,pack_e,S1_trump1,0.0,-64.28,64.28,inf,,0,
3060,pack_e,S2_late,0.0,14.88,-14.88,inf,,0,
3060,pack_e,S3_covid,20.19,61.68,-41.49,0.541,43.5,4,25.0
3060,pack_e,S4_hike,5.05,-19.56,24.61,0.36,10.87,1,
3060,pack_e,S5_ai,-9.24,50.37,-59.61,-0.132,22.41,2,0.0
3060,pack_f,total,-4.02,-22.12,18.1,0.086,46.36,13,58.3
3060,pack_f,S1_trump1,0.0,-64.28,64.28,inf,,0,
3060,pack_f,S2_late,0.0,14.88,-14.88,inf,,0,
3060,pack_f,S3_covid,-20.41,61.68,-82.09,-0.383,37.41,2,0.0
3060,pack_f,S4_hike,8.73,-19.56,28.29,0.575,9.11,2,100.0
3060,pack_f,S5_ai,-4.45,50.37,-54.83,-0.013,22.41,2,0.0
3060,pack_g,total,18.13,-22.12,40.25,0.23,24.96,1,
3060,pack_g,S1_trump1,-18.56,-64.28,45.72,-1.262,19.91,1,
3060,pack_g,S2_late,9.47,14.88,-5.41,0.635,21.9,1,
3060,pack_g,S3_covid,53.01,61.68,-8.67,0.995,37.34,1,
3060,pack_g,S4_hike,1.45,-19.56,21.01,0.154,11.44,1,
3060,pack_g,S5_ai,7.6,50.37,-42.77,0.297,20.61,1,
3062,pack_a,total,-9.49,93.75,-103.24,0.013,38.44,19,31.6
3062,pack_a,S1_trump1,-12.78,7.27,-20.05,-0.807,13.35,5,0.0
3062,pack_a,S2_late,-15.22,-1.92,-13.3,-2.976,15.22,2,0.0
3062,pack_a,S3_covid,5.94,112.1,-106.15,0.303,24.82,5,40.0
3062,pack_a,S4_hike,5.88,-24.55,30.42,0.343,9.82,1,100.0
3062,pack_a,S5_ai,14.07,19.06,-4.99,0.525,12.05,2,100.0
3062,pack_b,total,-47.76,93.75,-141.51,-0.254,47.83,36,25.0
3062,pack_b,S1_trump1,-27.6,7.27,-34.87,-1.404,27.71,8,0.0
3062,pack_b,S2_late,-10.31,-1.92,-8.4,-0.603,14.94,4,25.0
3062,pack_b,S3_covid,18.52,112.1,-93.57,0.58,20.09,7,42.9
3062,pack_b,S4_hike,-18.88,-24.55,5.67,-0.713,29.24,4,25.0
3062,pack_b,S5_ai,-18.05,19.06,-37.11,-0.215,37.99,8,25.0
3062,pack_c,total,-40.78,93.75,-134.54,-0.214,42.75,33,24.2
3062,pack_c,S1_trump1,-21.42,7.27,-28.69,-1.371,21.53,7,0.0
3062,pack_c,S2_late,-10.31,-1.92,-8.4,-0.603,14.94,4,25.0
3062,pack_c,S3_covid,18.52,112.1,-93.57,0.58,20.09,7,42.9
3062,pack_c,S4_hike,-15.28,-24.55,9.26,-2.349,15.28,2,0.0
3062,pack_c,S5_ai,-18.05,19.06,-37.11,-0.215,37.99,8,25.0
3062,pack_d,total,-63.84,93.75,-157.6,-0.552,68.95,88,27.3
3062,pack_d,S1_trump1,-3.92,7.27,-11.19,-0.087,15.72,19,31.6
3062,pack_d,S2_late,-24.31,-1.92,-22.39,-1.808,24.47,14,7.1
3062,pack_d,S3_covid,-28.19,112.1,-140.29,-1.161,32.76,16,25.0
3062,pack_d,S4_hike,-25.94,-24.55,-1.4,-1.134,34.62,18,29.4
3062,pack_d,S5_ai,-4.94,19.06,-24.0,0.068,29.35,20,35.0
3062,pack_e,total,-21.15,93.75,-114.91,-0.052,52.62,6,40.0
3062,pack_e,S1_trump1,0.0,7.27,-7.27,inf,,0,
3062,pack_e,S2_late,0.0,-1.92,1.92,inf,,0,
3062,pack_e,S3_covid,-8.4,112.1,-120.5,-0.39,17.07,2,0.0
3062,pack_e,S4_hike,0.0,-24.55,24.55,inf,,0,
3062,pack_e,S5_ai,-4.72,19.06,-23.78,-0.02,25.08,3,0.0
3062,pack_f,total,-44.51,93.75,-138.26,-0.295,58.65,12,25.0
3062,pack_f,S1_trump1,-13.77,7.27,-21.04,-0.674,16.73,3,0.0
3062,pack_f,S2_late,-9.69,-1.92,-7.78,-0.559,18.91,1,0.0
3062,pack_f,S3_covid,-6.45,112.1,-118.55,-0.203,20.76,3,50.0
3062,pack_f,S4_hike,0.0,-24.55,24.55,inf,,0,
3062,pack_f,S5_ai,-5.63,19.06,-24.69,-0.045,24.92,2,50.0
3062,pack_g,total,15.63,93.75,-78.12,0.208,36.02,1,
3062,pack_g,S1_trump1,-9.5,7.27,-16.77,-0.284,26.23,1,
3062,pack_g,S2_late,-7.98,-1.92,-6.06,-0.282,21.3,1,
3062,pack_g,S3_covid,73.69,112.1,-38.41,1.365,23.76,1,
3062,pack_g,S4_hike,-5.09,-24.55,19.45,-0.197,18.12,1,
3062,pack_g,S5_ai,-0.7,19.06,-19.75,0.122,32.67,1,
3090,pack_a,total,77.26,992.18,-914.93,0.585,35.15,23,34.8
3090,pack_a,S1_trump1,131.18,194.42,-63.24,1.82,14.25,7,57.1
3090,pack_a,S2_late,-8.73,11.02,-19.75,-2.065,9.67,2,0.0
3090,pack_a,S3_covid,-15.88,14.58,-30.46,-1.805,16.99,4,0.0
3090,pack_a,S4_hike,2.93,23.67,-20.74,0.363,5.06,3,33.3
3090,pack_a,S5_ai,-0.55,128.54,-129.09,0.052,15.31,4,50.0
3090,pack_b,total,18.79,992.18,-973.39,0.226,57.56,49,28.6
3090,pack_b,S1_trump1,121.8,194.42,-72.62,1.61,19.42,13,38.5
3090,pack_b,S2_late,-19.1,11.02,-30.12,-2.955,20.57,6,0.0
3090,pack_b,S3_covid,-13.59,14.58,-28.17,-0.716,18.31,7,14.3
3090,pack_b,S4_hike,-1.48,23.67,-25.15,-0.084,7.98,6,33.3
3090,pack_b,S5_ai,-6.95,128.54,-135.49,-0.055,23.52,11,45.5
3090,pack_c,total,29.63,992.18,-962.55,0.287,53.35,45,28.9
3090,pack_c,S1_trump1,112.64,194.42,-81.78,1.546,19.67,13,38.5
3090,pack_c,S2_late,-15.27,11.02,-26.29,-2.574,16.81,5,0.0
3090,pack_c,S3_covid,-13.59,14.58,-28.17,-0.716,18.31,7,14.3
3090,pack_c,S4_hike,-1.51,23.67,-25.17,-0.098,6.97,5,20.0
3090,pack_c,S5_ai,-1.86,128.54,-130.4,0.074,23.52,10,50.0
3090,pack_d,total,103.31,992.18,-888.87,0.614,30.67,108,41.1
3090,pack_d,S1_trump1,54.99,194.42,-139.43,1.075,18.58,33,33.3
3090,pack_d,S2_late,13.02,11.02,1.99,1.33,5.54,12,58.3
3090,pack_d,S3_covid,0.42,14.58,-14.16,0.115,14.96,20,50.0
3090,pack_d,S4_hike,6.23,23.67,-17.43,0.569,12.2,20,35.0
3090,pack_d,S5_ai,11.75,128.54,-116.79,0.392,29.07,24,43.5
3090,pack_e,total,7.32,992.18,-984.87,0.156,45.21,4,33.3
3090,pack_e,S1_trump1,-31.14,194.42,-225.56,-0.896,40.12,1,0.0
3090,pack_e,S2_late,0.0,11.02,-11.02,inf,,0,
3090,pack_e,S3_covid,1.15,14.58,-13.43,0.136,14.45,1,100.0
3090,pack_e,S4_hike,0.0,23.67,-23.67,inf,,0,
3090,pack_e,S5_ai,54.08,128.54,-74.46,0.928,20.03,2,0.0
3090,pack_f,total,28.67,992.18,-963.51,0.297,55.4,26,61.5
3090,pack_f,S1_trump1,6.11,194.42,-188.32,0.259,30.57,6,66.7
3090,pack_f,S2_late,-7.27,11.02,-18.3,-0.948,8.82,1,0.0
3090,pack_f,S3_covid,-12.69,14.58,-27.27,-0.852,13.82,4,33.3
3090,pack_f,S4_hike,-4.02,23.67,-27.69,-0.496,7.67,3,50.0
3090,pack_f,S5_ai,58.54,128.54,-69.99,1.33,15.93,7,100.0
3090,pack_g,total,236.48,992.18,-755.7,0.872,32.17,1,
3090,pack_g,S1_trump1,84.45,194.42,-109.97,1.104,48.64,1,
3090,pack_g,S2_late,5.03,11.02,-6.0,0.43,11.92,1,
3090,pack_g,S3_covid,13.19,14.58,-1.39,0.623,15.48,1,
3090,pack_g,S4_hike,15.3,23.67,-8.37,1.115,9.38,1,
3090,pack_g,S5_ai,71.65,128.54,-56.89,1.152,16.99,1,
3092,pack_a,total,18.2,218.97,-200.77,0.239,30.46,13,15.4
3092,pack_a,S1_trump1,-12.94,170.39,-183.33,-1.784,12.94,3,0.0
3092,pack_a,S2_late,-6.38,10.93,-17.31,-1.699,6.38,1,0.0
3092,pack_a,S3_covid,11.66,77.91,-66.25,0.502,17.97,5,20.0
3092,pack_a,S4_hike,-4.3,-32.0,27.7,-1.563,4.3,1,0.0
3092,pack_a,S5_ai,59.68,-7.91,67.59,1.51,14.38,1,100.0
3092,pack_b,total,-30.17,218.97,-249.14,-0.072,70.1,34,20.6
3092,pack_b,S1_trump1,-0.11,170.39,-170.5,0.12,34.9,9,33.3
3092,pack_b,S2_late,-4.72,10.93,-15.65,-0.674,6.65,2,0.0
3092,pack_b,S3_covid,-15.32,77.91,-93.24,-0.236,39.83,9,22.2
3092,pack_b,S4_hike,-31.35,-32.0,0.65,-1.618,31.35,6,0.0
3092,pack_b,S5_ai,11.49,-7.91,19.4,0.368,26.95,6,16.7
3092,pack_c,total,-23.42,218.97,-242.4,-0.026,65.01,31,22.6
3092,pack_c,S1_trump1,3.82,170.39,-166.57,0.208,32.33,8,37.5
3092,pack_c,S2_late,-4.72,10.93,-15.65,-0.674,6.65,2,0.0
3092,pack_c,S3_covid,-21.39,77.91,-99.31,-0.424,39.83,9,22.2
3092,pack_c,S4_hike,-15.93,-32.0,16.06,-0.869,18.13,4,0.0
3092,pack_c,S5_ai,11.49,-7.91,19.4,0.368,26.95,6,16.7
3092,pack_d,total,22.21,218.97,-196.76,0.243,61.17,77,31.2
3092,pack_d,S1_trump1,59.09,170.39,-111.3,1.022,26.6,25,40.0
3092,pack_d,S2_late,2.27,10.93,-8.66,0.331,8.31,7,42.9
3092,pack_d,S3_covid,-20.08,77.91,-98.0,-0.477,38.95,17,18.8
3092,pack_d,S4_hike,-17.81,-32.0,14.18,-0.855,19.92,13,23.1
3092,pack_d,S5_ai,20.46,-7.91,28.38,0.622,24.07,14,28.6
3092,pack_e,total,38.97,218.97,-180.0,0.316,33.74,5,50.0
3092,pack_e,S1_trump1,10.25,170.39,-160.14,0.334,18.31,1,100.0
3092,pack_e,S2_late,0.0,10.93,-10.93,inf,,0,
3092,pack_e,S3_covid,1.24,77.91,-76.68,0.222,33.74,1,100.0
3092,pack_e,S4_hike,-2.99,-32.0,29.01,-0.171,10.57,2,0.0
3092,pack_e,S5_ai,28.34,-7.91,36.26,0.655,26.59,1,
3092,pack_f,total,111.74,218.97,-107.23,0.627,32.08,21,50.0
3092,pack_f,S1_trump1,0.53,170.39,-169.86,0.104,14.01,6,33.3
3092,pack_f,S2_late,0.0,10.93,-10.93,inf,,0,
3092,pack_f,S3_covid,5.71,77.91,-72.2,0.298,32.08,4,50.0
3092,pack_f,S4_hike,-8.73,-32.0,23.26,-1.438,9.68,2,0.0
3092,pack_f,S5_ai,62.91,-7.91,70.82,1.433,11.34,3,100.0
3092,pack_g,total,1.81,218.97,-217.17,0.123,56.48,1,
3092,pack_g,S1_trump1,14.03,170.39,-156.36,0.422,23.47,1,
3092,pack_g,S2_late,-11.2,10.93,-22.14,-1.186,16.62,1,
3092,pack_g,S3_covid,17.75,77.91,-60.17,0.538,30.3,1,
3092,pack_g,S4_hike,-12.07,-32.0,19.93,-0.499,18.3,1,
3092,pack_g,S5_ai,0.43,-7.91,8.34,0.107,24.05,1,
3150,pack_a,total,-20.42,-60.59,40.17,-2.265,20.57,2,0.0
3150,pack_a,S5_ai,-20.42,-60.59,40.17,-2.265,20.57,2,0.0
3150,pack_b,total,-22.21,-60.59,38.39,-1.915,26.43,3,0.0
3150,pack_b,S5_ai,-22.21,-60.59,38.39,-1.915,26.43,3,0.0
3150,pack_c,total,-22.21,-60.59,38.39,-1.915,26.43,3,0.0
3150,pack_c,S5_ai,-22.21,-60.59,38.39,-1.915,26.43,3,0.0
3150,pack_d,total,-35.93,-60.59,24.67,-1.239,38.3,19,26.3
3150,pack_d,S5_ai,-35.93,-60.59,24.67,-1.239,38.3,19,26.3
3150,pack_e,total,0.0,-60.59,60.59,inf,,0,
3150,pack_e,S5_ai,0.0,-60.59,60.59,inf,,0,
3150,pack_f,total,0.0,-60.59,60.59,inf,,0,
3150,pack_f,S5_ai,0.0,-60.59,60.59,inf,,0,
3150,pack_g,total,-19.99,-60.59,40.61,-1.07,23.8,1,
3150,pack_g,S5_ai,-19.99,-60.59,40.61,-1.07,23.8,1,
3094,pack_a,total,-28.66,100.82,-129.48,-0.184,46.22,17,29.4
3094,pack_a,S1_trump1,-4.42,-9.28,4.86,-0.147,20.19,4,50.0
3094,pack_a,S2_late,-16.96,4.65,-21.61,-1.999,16.96,3,0.0
3094,pack_a,S3_covid,44.94,163.37,-118.44,1.024,22.99,5,25.0
3094,pack_a,S4_hike,-9.31,-9.3,-0.01,-0.875,9.31,1,0.0
3094,pack_a,S5_ai,-10.12,-6.34,-3.78,-1.072,10.12,1,0.0
3094,pack_b,total,-36.83,100.82,-137.66,-0.104,53.0,38,27.0
3094,pack_b,S1_trump1,-31.52,-9.28,-22.24,-1.21,35.01,11,20.0
3094,pack_b,S2_late,-12.92,4.65,-17.57,-0.763,13.74,4,0.0
3094,pack_b,S3_covid,49.44,163.37,-113.93,0.971,31.14,8,42.9
3094,pack_b,S4_hike,-11.16,-9.3,-1.86,-0.244,24.92,5,25.0
3094,pack_b,S5_ai,10.81,-6.34,17.15,0.373,30.73,6,20.0
3094,pack_c,total,-21.19,100.82,-122.01,0.005,49.25,35,29.4
3094,pack_c,S1_trump1,-33.33,-9.28,-24.05,-1.387,36.11,10,20.0
3094,pack_c,S2_late,-11.91,4.65,-16.56,-0.741,12.73,3,0.0
3094,pack_c,S3_covid,49.44,163.37,-113.93,0.971,31.14,8,42.9
3094,pack_c,S4_hike,2.66,-9.3,11.96,0.21,13.26,4,33.3
3094,pack_c,S5_ai,10.81,-6.34,17.15,0.373,30.73,6,20.0
3094,pack_d,total,-41.53,100.82,-142.35,-0.185,52.97,103,29.4
3094,pack_d,S1_trump1,-27.56,-9.28,-18.28,-0.864,32.46,27,22.2
3094,pack_d,S2_late,-18.31,4.65,-22.96,-1.374,20.4,17,11.8
3094,pack_d,S3_covid,13.87,163.37,-149.5,0.465,32.8,22,42.9
3094,pack_d,S4_hike,1.25,-9.3,10.55,0.156,14.66,12,41.7
3094,pack_d,S5_ai,-4.98,-6.34,1.36,0.009,31.3,22,28.6
3094,pack_e,total,29.67,100.82,-71.15,0.278,41.96,7,42.9
3094,pack_e,S1_trump1,-2.68,-9.28,6.6,-0.037,13.96,2,50.0
3094,pack_e,S2_late,0.0,4.65,-4.65,inf,,0,
3094,pack_e,S3_covid,-13.29,163.37,-176.67,-0.164,34.57,1,0.0
3094,pack_e,S4_hike,13.6,-9.3,22.9,0.654,8.05,1,
3094,pack_e,S5_ai,-4.68,-6.34,1.66,-0.695,6.46,1,0.0
3094,pack_f,total,-11.57,100.82,-112.39,0.018,46.27,15,40.0
3094,pack_f,S1_trump1,0.47,-9.28,9.75,0.092,12.64,4,50.0
3094,pack_f,S2_late,-1.69,4.65,-6.35,-0.236,4.5,1,
3094,pack_f,S3_covid,9.37,163.37,-154.01,0.394,34.57,3,33.3
3094,pack_f,S4_hike,-10.6,-9.3,-1.3,-0.333,21.57,2,0.0
3094,pack_f,S5_ai,-8.21,-6.34,-1.88,-0.854,10.07,1,0.0
3094,pack_g,total,28.95,100.82,-71.87,0.283,35.5,1,
3094,pack_g,S1_trump1,-10.51,-9.28,-1.23,-0.232,30.9,1,
3094,pack_g,S2_late,1.54,4.65,-3.12,0.201,12.75,1,
3094,pack_g,S3_covid,89.24,163.37,-74.14,1.43,29.95,1,
3094,pack_g,S4_hike,19.67,-9.3,28.97,0.665,16.05,1,
3094,pack_g,S5_ai,2.22,-6.34,8.56,0.164,18.39,1,
3135,pack_a,total,20.17,296.93,-276.76,0.373,29.69,10,20.0
3135,pack_a,S4_hike,-9.98,-11.29,1.31,-0.804,10.33,3,0.0
3135,pack_a,S5_ai,41.37,508.27,-466.9,0.824,29.69,6,33.3
3135,pack_b,total,28.84,296.93,-268.09,0.418,40.37,16,26.7
3135,pack_b,S4_hike,-13.4,-11.29,-2.1,-0.382,29.44,6,16.7
3135,pack_b,S5_ai,74.96,508.27,-433.31,1.034,40.37,8,42.9
3135,pack_c,total,57.01,296.93,-239.93,0.615,40.37,14,30.8
3135,pack_c,S4_hike,-0.28,-11.29,11.01,0.1,18.75,4,25.0
3135,pack_c,S5_ai,74.96,508.27,-433.31,1.034,40.37,8,42.9
3135,pack_d,total,38.16,296.93,-258.77,0.526,41.74,34,24.2
3135,pack_d,S4_hike,0.77,-11.29,12.06,0.141,20.11,14,28.6
3135,pack_d,S5_ai,48.1,508.27,-460.17,0.871,41.74,21,25.0
3135,pack_e,total,242.86,296.93,-54.07,1.269,35.03,5,25.0
3135,pack_e,S4_hike,-10.25,-11.29,1.04,-0.67,18.55,2,0.0
3135,pack_e,S5_ai,269.14,508.27,-239.13,2.042,35.03,2,0.0
3135,pack_f,total,-4.13,296.93,-301.06,0.099,39.51,10,50.0
3135,pack_f,S4_hike,-5.2,-11.29,6.09,-0.164,23.33,3,50.0
3135,pack_f,S5_ai,-0.13,508.27,-508.4,0.155,35.03,3,33.3
3135,pack_g,total,310.19,296.93,13.26,1.456,32.67,1,
3135,pack_g,S4_hike,3.26,-11.29,14.56,0.228,20.53,1,
3135,pack_g,S5_ai,246.6,508.27,-261.67,1.942,32.07,1,
3130,pack_a,total,6.45,178.44,-171.98,0.165,13.6,25,40.0
3130,pack_a,S1_trump1,1.01,29.32,-28.31,0.113,11.09,6,16.7
3130,pack_a,S2_late,-2.45,4.12,-6.57,-0.999,3.28,2,50.0
3130,pack_a,S3_covid,7.79,32.35,-24.57,0.777,3.61,5,80.0
3130,pack_a,S4_hike,-3.07,27.21,-30.28,-0.569,3.48,4,25.0
3130,pack_a,S5_ai,-7.79,24.58,-32.37,-1.108,9.57,5,0.0
3130,pack_b,total,40.22,178.44,-138.21,0.578,11.77,39,46.2
3130,pack_b,S1_trump1,12.08,29.32,-17.24,0.683,11.77,10,20.0
3130,pack_b,S2_late,-2.52,4.12,-6.64,-0.964,3.0,3,33.3
3130,pack_b,S3_covid,6.0,32.35,-26.35,0.511,8.81,9,66.7
3130,pack_b,S4_hike,3.95,27.21,-23.27,0.514,3.65,6,50.0
3130,pack_b,S5_ai,-2.23,24.58,-26.82,-0.101,10.76,9,44.4
3130,pack_c,total,42.91,178.44,-135.53,0.616,12.4,36,50.0
3130,pack_c,S1_trump1,12.52,29.32,-16.8,0.708,12.4,10,30.0
3130,pack_c,S2_late,-2.52,4.12,-6.64,-0.964,3.0,3,33.3
3130,pack_c,S3_covid,7.93,32.35,-24.43,0.655,8.81,8,75.0
3130,pack_c,S4_hike,3.64,27.21,-23.57,0.565,3.5,4,50.0
3130,pack_c,S5_ai,-2.23,24.58,-26.82,-0.101,10.76,9,44.4
3130,pack_d,total,-34.11,178.44,-212.55,-0.749,36.57,93,23.7
3130,pack_d,S1_trump1,-27.28,29.32,-56.6,-1.685,29.67,34,14.7
3130,pack_d,S2_late,-9.74,4.12,-13.86,-2.215,10.5,7,14.3
3130,pack_d,S3_covid,-5.71,32.35,-38.06,-0.726,10.89,11,27.3
3130,pack_d,S4_hike,10.74,27.21,-16.47,1.122,4.6,14,57.1
3130,pack_d,S5_ai,-10.4,24.58,-34.98,-1.019,16.26,25,12.0
3130,pack_e,total,0.0,178.44,-178.44,inf,,0,
3130,pack_e,S1_trump1,0.0,29.32,-29.32,inf,,0,
3130,pack_e,S2_late,0.0,4.12,-4.12,inf,,0,
3130,pack_e,S3_covid,0.0,32.35,-32.35,inf,,0,
3130,pack_e,S4_hike,0.0,27.21,-27.21,inf,,0,
3130,pack_e,S5_ai,0.0,24.58,-24.58,inf,,0,
3130,pack_f,total,44.28,178.44,-134.16,0.753,9.1,32,75.0
3130,pack_f,S1_trump1,17.62,29.32,-11.7,0.957,5.02,6,83.3
3130,pack_f,S2_late,-3.9,4.12,-8.02,-2.086,4.14,1,0.0
3130,pack_f,S3_covid,11.62,32.35,-20.73,1.701,2.75,4,75.0
3130,pack_f,S4_hike,1.19,27.21,-26.02,0.353,2.42,3,100.0
3130,pack_f,S5_ai,-4.83,24.58,-29.41,-0.661,7.67,6,50.0
3130,pack_g,total,57.86,178.44,-120.58,0.883,10.31,1,
3130,pack_g,S1_trump1,7.77,29.32,-21.55,0.465,11.62,1,
3130,pack_g,S2_late,-6.14,4.12,-10.27,-1.119,9.94,1,
3130,pack_g,S3_covid,16.23,32.35,-16.12,1.482,4.05,1,
3130,pack_g,S4_hike,7.6,27.21,-19.61,1.107,4.87,1,
3130,pack_g,S5_ai,3.34,24.58,-21.24,0.33,5.26,1,
3138,pack_a,total,53.71,1282.82,-1229.11,0.376,50.21,17,41.2
3138,pack_a,S1_trump1,0.37,-6.67,7.04,0.081,12.8,5,40.0
3138,pack_a,S2_late,-4.04,234.33,-238.37,-0.339,7.89,2,50.0
3138,pack_a,S3_covid,16.83,483.06,-466.22,0.595,19.23,2,100.0
3138,pack_a,S4_hike,-26.64,-33.69,7.04,-1.98,26.89,3,0.0
3138,pack_a,S5_ai,-12.0,14.08,-26.08,-0.298,21.73,4,25.0
3138,pack_b,total,694.44,1282.82,-588.38,0.848,59.88,35,40.0
3138,pack_b,S1_trump1,-20.08,-6.67,-13.41,-0.51,27.04,9,25.0
3138,pack_b,S2_late,0.77,234.33,-233.56,0.18,26.45,4,50.0
3138,pack_b,S3_covid,449.99,483.06,-33.07,1.886,29.77,6,66.7
3138,pack_b,S4_hike,-23.98,-33.69,9.7,-0.766,30.27,6,16.7
3138,pack_b,S5_ai,7.72,14.08,-6.36,0.297,31.42,8,25.0
3138,pack_c,total,850.02,1282.82,-432.79,0.909,52.49,31,38.7
3138,pack_c,S1_trump1,-20.02,-6.67,-13.35,-0.539,27.04,7,28.6
3138,pack_c,S2_late,0.77,234.33,-233.56,0.18,26.45,4,50.0
3138,pack_c,S3_covid,410.97,483.06,-72.09,1.824,34.75,6,50.0
3138,pack_c,S4_hike,-3.1,-33.69,30.59,-0.006,17.62,4,25.0
3138,pack_c,S5_ai,7.72,14.08,-6.36,0.297,31.42,8,25.0
3138,pack_d,total,23.6,1282.82,-1259.21,0.252,58.85,95,26.3
3138,pack_d,S1_trump1,-31.34,-6.67,-24.68,-1.147,33.8,21,19.0
3138,pack_d,S2_late,52.07,234.33,-182.26,1.562,21.06,12,33.3
3138,pack_d,S3_covid,83.34,483.06,-399.72,1.381,20.96,14,46.2
3138,pack_d,S4_hike,-21.95,-33.69,11.74,-0.678,32.63,21,19.0
3138,pack_d,S5_ai,-16.13,14.08,-30.22,-0.25,38.12,25,24.0
3138,pack_e,total,84.9,1282.82,-1197.91,0.432,68.73,5,75.0
3138,pack_e,S1_trump1,-10.37,-6.67,-3.71,-0.506,17.35,1,0.0
3138,pack_e,S2_late,-6.03,234.33,-240.36,-0.512,9.38,1,
3138,pack_e,S3_covid,76.45,483.06,-406.61,1.054,67.15,1,100.0
3138,pack_e,S4_hike,2.73,-33.69,36.42,0.211,20.4,1,100.0
3138,pack_e,S5_ai,-5.51,14.08,-19.6,0.021,30.11,1,
3138,pack_f,total,-74.59,1282.82,-1357.4,-0.756,75.76,13,25.0
3138,pack_f,S1_trump1,-14.86,-6.67,-8.19,-0.734,19.98,1,0.0
3138,pack_f,S2_late,-12.94,234.33,-247.27,-0.753,18.79,2,100.0
3138,pack_f,S3_covid,-60.87,483.06,-543.93,-2.153,60.87,2,0.0
3138,pack_f,S4_hike,-8.9,-33.69,24.79,-0.512,13.08,2,0.0
3138,pack_f,S5_ai,-12.72,14.08,-26.81,-0.334,23.23,1,
3138,pack_g,total,320.52,1282.82,-962.3,0.679,80.4,1,
3138,pack_g,S1_trump1,2.18,-6.67,8.85,0.157,17.32,1,
3138,pack_g,S2_late,40.18,234.33,-194.15,1.341,22.12,1,
3138,pack_g,S3_covid,142.96,483.06,-340.1,1.37,64.59,1,
3138,pack_g,S4_hike,-1.2,-33.69,32.48,0.08,16.2,1,
3138,pack_g,S5_ai,10.11,14.08,-3.98,0.368,18.86,1,
3149,pack_a,total,73.51,135.68,-62.17,0.463,29.75,11,45.5
3149,pack_a,S1_trump1,-16.92,-37.44,20.51,-0.563,17.92,3,0.0
3149,pack_a,S2_late,0.0,-8.37,8.37,inf,,0,
3149,pack_a,S3_covid,62.84,300.77,-237.93,1.243,23.69,3,66.7
3149,pack_a,S4_hike,0.0,-65.45,65.45,inf,,0,
3149,pack_a,S5_ai,7.7,204.79,-197.09,0.307,16.65,3,66.7
3149,pack_b,total,62.39,135.68,-73.29,0.385,49.87,27,33.3
3149,pack_b,S1_trump1,-27.52,-37.44,9.92,-0.937,28.39,6,0.0
3149,pack_b,S2_late,-3.5,-8.37,4.87,-0.51,8.14,1,0.0
3149,pack_b,S3_covid,153.35,300.77,-147.42,1.722,23.69,7,71.4
3149,pack_b,S4_hike,-28.64,-65.45,36.81,-1.658,29.65,3,0.0
3149,pack_b,S5_ai,-1.82,204.79,-206.61,0.122,25.22,8,37.5
3149,pack_c,total,99.48,135.68,-36.21,0.487,37.73,25,36.0
3149,pack_c,S1_trump1,-27.52,-37.44,9.92,-0.937,28.39,6,0.0
3149,pack_c,S2_late,-3.5,-8.37,4.87,-0.51,8.14,1,0.0
3149,pack_c,S3_covid,153.35,300.77,-147.42,1.722,23.69,7,71.4
3149,pack_c,S4_hike,-11.36,-65.45,54.09,-1.821,11.36,1,0.0
3149,pack_c,S5_ai,-2.9,204.79,-207.69,0.101,26.05,8,37.5
3149,pack_d,total,81.96,135.68,-53.72,0.442,57.22,76,36.0
3149,pack_d,S1_trump1,-17.06,-37.44,20.38,-0.415,35.67,18,27.8
3149,pack_d,S2_late,-8.26,-8.37,0.11,-0.369,19.55,8,37.5
3149,pack_d,S3_covid,108.71,300.77,-192.06,1.544,29.27,17,47.1
3149,pack_d,S4_hike,-17.6,-65.45,47.84,-0.541,24.63,7,14.3
3149,pack_d,S5_ai,48.45,204.79,-156.34,0.872,20.91,24,39.1
3149,pack_e,total,30.32,135.68,-105.36,0.29,71.21,15,14.3
3149,pack_e,S1_trump1,-13.83,-37.44,23.61,-0.708,18.89,2,0.0
3149,pack_e,S2_late,0.0,-8.37,8.37,inf,,0,
3149,pack_e,S3_covid,20.44,300.77,-280.33,0.541,48.48,1,100.0
3149,pack_e,S4_hike,0.0,-65.45,65.45,inf,,0,
3149,pack_e,S5_ai,-20.27,204.79,-225.06,-0.142,61.04,7,16.7
3149,pack_f,total,-35.87,135.68,-171.55,-0.075,63.78,20,30.0
3149,pack_f,S1_trump1,-21.87,-37.44,15.57,-1.076,21.98,3,0.0
3149,pack_f,S2_late,0.0,-8.37,8.37,inf,,0,
3149,pack_f,S3_covid,8.73,300.77,-292.04,0.364,36.21,3,33.3
3149,pack_f,S4_hike,0.0,-65.45,65.45,inf,,0,
3149,pack_f,S5_ai,-33.39,204.79,-238.18,-0.618,48.68,6,16.7
3149,pack_g,total,32.38,135.68,-103.3,0.309,41.07,1,
3149,pack_g,S1_trump1,-26.78,-37.44,10.66,-0.896,38.01,1,
3149,pack_g,S2_late,-19.97,-8.37,-11.6,-1.431,26.3,1,
3149,pack_g,S3_covid,113.46,300.77,-187.31,1.362,43.29,1,
3149,pack_g,S4_hike,-23.88,-65.45,41.56,-1.12,25.84,1,
